Bogføringsdato;Bilagsnr.;Eksternt bilagsnr.;Beskrivelse;;;Momsbeløb ;;Debet;;;Kredit;;Saldo
08-05-23;CPM000000222;;DK  6932134 11436        05 05;;;0,00;;;;;598,00;;2.916,35
08-05-23;CPM000000223;;DK  6932134 11437        05 05;;;0,00;;;;;598,00;;2.318,35
08-05-23;CPM000000224;;DK  6932134 11438        05 05;;;0,00;;;;;299,00;;2.019,35
09-05-23;101855;11476;Kundebetaling - Kundeordre CO000841;;;0,00;;1.794,00;;;;;3.813,35
09-05-23;101856;11477;Kundebetaling - Kundeordre CO000842;;;0,00;;598,00;;;;;4.411,35
09-05-23;101857;11478;Kundebetaling - Kundeordre CO000843;;;0,00;;598,00;;;;;5.009,35
09-05-23;101860;11479;Kundebetaling - Kundeordre CO000844;;;0,00;;598,00;;;;;5.607,35
09-05-23;101861;11480;Kundebetaling - Kundeordre CO000845;;;0,00;;188,00;;;;;5.795,35
10-05-23;101862;11481;Kundebetaling - Kundeordre CO000846;;;0,00;;360,00;;;;;6.155,35
10-05-23;101863;11482;Kundebetaling - Kundeordre CO000847;;;0,00;;1.000,00;;;;;7.155,35
10-05-23;101864;11484;Kundebetaling - Kundeordre CO000848;;;0,00;;500,00;;;;;7.655,35
10-05-23;101865;11485;Kundebetaling - Kundeordre CO000849;;;0,00;;1.196,00;;;;;8.851,35
10-05-23;101872;11488;Kundebetaling - Kundeordre CO000850;;;0,00;;299,00;;;;;9.150,35
10-05-23;101873;11489;Kundebetaling - Kundeordre CO000851;;;0,00;;405,00;;;;;9.555,35
10-05-23;101875;11491;Kundebetaling - Kundeordre CO000853;;;0,00;;100,00;;;;;9.655,35
10-05-23;101876;11492;Kundebetaling - Kundeordre CO000854;;;0,00;;598,00;;;;;10.253,35
10-05-23;101877;11493;Kundebetaling - Kundeordre CO000855;;;0,00;;205,00;;;;;10.458,35
10-05-23;101874;11490;Kundebetaling - Kundeordre CO000852;;;0,00;;960,00;;;;;11.418,35
11-05-23;101878;11494;Kundebetaling - Kundeordre CO000856;;;0,00;;449,00;;;;;11.867,35
11-05-23;101879;11495;Kundebetaling - Kundeordre CO000857;;;0,00;;500,00;;;;;12.367,35
11-05-23;101883;11496;Kundebetaling - Kundeordre CO000858;;;0,00;;108,00;;;;;12.475,35
12-05-23;101885;11498;Kundebetaling - Kundeordre CO000860;;;0,00;;500,00;;;;;12.975,35
13-05-23;101893;11499;Kundebetaling - Kundeordre CO000861;;;0,00;;685,00;;;;;13.660,35
14-05-23;101894;11500;Kundebetaling - Kundeordre CO000862;;;0,00;;37,50;;;;;13.697,85
14-05-23;101895;11501;Kundebetaling - Kundeordre CO000863;;;0,00;;200,00;;;;;13.897,85
14-05-23;101897;11502;Kundebetaling - Kundeordre CO000864;;;0,00;;760,00;;;;;14.657,85
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
